Reading training examples... 54 examples, 23058 tokens, 12 features, 25 classes... done
Iter 311: *(NumConst=140, SV=80, CEps=94.7434, QPEps=46.9731)
Iter 312: *(NumConst=137, SV=81, CEps=70.3642, QPEps=32.2210)
Iter 313: *(NumConst=136, SV=79, CEps=59.6864, QPEps=29.6862)
Iter 314: *(NumConst=137, SV=79, CEps=53.9655, QPEps=23.7053)
Iter 315: .........*(NumConst=137, SV=76, CEps=888.9897, QPEps=48.4185)
Iter 316: .........*(NumConst=138, SV=81, CEps=625.6195, QPEps=49.3955)
Iter 317: *(NumConst=139, SV=79, CEps=165.1746, QPEps=46.6316)
Iter 318: *(NumConst=140, SV=81, CEps=123.9445, QPEps=40.7855)
Iter 319: *(NumConst=139, SV=81, CEps=65.3524, QPEps=29.2390)
Iter 320: .........*(NumConst=139, SV=80, CEps=560.7464, QPEps=49.2394)
Iter 321: *(NumConst=139, SV=79, CEps=185.9560, QPEps=45.5830)
Iter 322: *(NumConst=140, SV=80, CEps=84.7115, QPEps=42.2499)
Iter 323: *(NumConst=141, SV=81, CEps=96.6286, QPEps=41.3711)
Iter 324: *(NumConst=142, SV=81, CEps=59.2768, QPEps=29.3930)
Iter 325: .........*(NumConst=142, SV=79, CEps=508.0938, QPEps=45.8264)
Iter 326: *(NumConst=142, SV=81, CEps=174.0409, QPEps=47.6507)
Iter 327: *(NumConst=142, SV=78, CEps=130.3949, QPEps=49.8810)
Iter 328: *(NumConst=143, SV=81, CEps=59.9771, QPEps=27.2721)
Iter 329: *(NumConst=144, SV=79, CEps=90.4092, QPEps=29.5065)
Iter 330: *(NumConst=143, SV=81, CEps=62.9152, QPEps=29.6909)
Iter 331: .........*(NumConst=143, SV=82, CEps=775.0626, QPEps=48.8925)
Iter 332: .........*(NumConst=144, SV=81, CEps=556.2014, QPEps=43.4439)
Iter 333: *(NumConst=144, SV=81, CEps=185.6447, QPEps=49.6271)
Iter 334: *(NumConst=144, SV=83, CEps=118.3281, QPEps=40.4729)
Iter 335: .........*(NumConst=145, SV=81, CEps=504.1693, QPEps=40.2560)
Iter 336: *(NumConst=143, SV=80, CEps=103.9340, QPEps=49.8884)
Iter 337: *(NumConst=142, SV=80, CEps=75.7799, QPEps=33.5539)
Iter 338: *(NumConst=142, SV=81, CEps=72.7198, QPEps=34.9699)
